Ref_Interna,Marca,Modelo,Material,Color,Herrajes,Año_Fabricacion,Estado_General,Disponibilidad,Has_Box,Has_Papers,Has_Dustbag,Has_Receipt,Sourcing_Type,Precio_Retail_USD,Coste_Compra_EUR,Precio_Venta_EUR,Margen_Bruto_EUR,Margen_Pct,Descripcion_Corta
HP-49583,Dior,Saddle Bag,Oblique Jacquard,Gold,Oro Viejo,2018,AB - Muy bueno,En Stock (24h),False,True,True,False,Owned,4200,2297,3779,1482,39.2,El retorno del icono de los 2000.
HP-61811,Bottega Veneta,Cassette Padded,Lambskin,Craie,Paladio (PHW),2019,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,4500,2760,3732,972,26.0,El Intrecciato maxi.
HP-99591,Louis Vuitton,Capucines BB,Taurillon,Beige Trench,Rutenio,2019,AB - Muy bueno,Bajo Pedido (15 días),True,True,True,False,Consignment,6100,4292,5191,899,17.3,La apuesta de LV por el ultra-lujo.
HP-20780,Bottega Veneta,The Pouch,Butter Calf,Azul Marino,Paladio (PHW),2024,AB - Muy bueno,En Sourcing,True,True,True,False,Owned,3200,1590,2845,1255,44.1,El clutch que inició la era.
HP-26274,Dior,Lady Dior Mini,Satin/Strass,Beige Trench,Oro Viejo,2025,AB - Muy bueno,En Stock (24h),False,True,True,False,Consignment,5300,3920,4814,894,18.6,Joya de noche.
HP-13181,Gucci,Diana Bamboo Small,Leather,Rouge H,Paladio (PHW),2025,AB - Muy bueno,En Stock (24h),False,False,True,False,Consignment,3600,2667,3237,570,17.6,Asas de bambú neón.
HP-86277,Hermès,Kelly 25 Retourne,Swift,Azul Marino,Paladio (PHW),2025,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Owned,11800,8595,12041,3446,28.6,Acabado suave y relajado.
HP-63924,Prada,Galleria Saffiano Small,Saffiano,Etoupe,Rutenio,2023,B - Buen estado,En Sourcing,True,False,True,False,Consignment,3600,2034,2487,453,18.2,El maletín ejecutivo.
HP-92468,Hermès,Constance 18,Evercolor,Gris Asfalto,Oro (GHW),2023,N - Nuevo,En Stock (24h),False,True,True,True,Owned,8900,7803,11645,3842,33.0,La H icónica. Perfecto para crossbody.
HP-80613,Hermès,Kelly 25 Retourne,Swift,Etoupe,Paladio (PHW),2025,B - Buen estado,En Stock (24h),False,True,True,True,Owned,11800,5684,8773,3089,35.2,Acabado suave y relajado.
HP-75439,Bottega Veneta,Jodie Mini,Intrecciato,Negro,Champagne,2023,AB - Muy bueno,En Stock (24h),False,True,True,False,Owned,2650,1341,2368,1027,43.4,El nudo viral.
HP-44394,Louis Vuitton,Capucines BB,Taurillon,Gold,Oro (GHW),2025,A - Excelente,Bajo Pedido (15 días),True,True,True,True,Consignment,6100,5626,7046,1420,20.1,La apuesta de LV por el ultra-lujo.
HP-70767,Dior,30 Montaigne,Box Calf,Gold,Oro (GHW),2020,N - Nuevo,Bajo Pedido (15 días),True,False,True,False,Consignment,3900,3585,4481,896,20.0,Elegancia minimalista con cierre CD.
HP-77496,Bottega Veneta,Jodie Teen,Suede Intrecciato,Azul Marino,Oro (GHW),2022,N - Nuevo,Bajo Pedido (15 días),True,True,True,False,Owned,3500,3229,4527,1298,28.7,Tamaño perfecto para diario.
HP-30774,Chanel,Wallet on Chain (WOC),Caviar,Gold,Rutenio,2025,N - Nuevo,En Stock (24h),True,True,True,True,Owned,3500,3239,4686,1447,30.9,El esencial de entrada a la marca.
HP-59330,Bottega Veneta,Cassette Padded,Lambskin,Etoupe,Oro Viejo,2019,B - Buen estado,Reservado,True,False,True,True,Owned,4500,1994,3037,1043,34.3,El Intrecciato maxi.
HP-81671,Chanel,Classic Flap Small,Lambskin,Gold,Oro Viejo,2020,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,True,Consignment,9600,6209,7772,1563,20.1,"Suavidad extrema, cuidado delicado."
HP-75516,Hermès,Birkin 25,Togo,Gris Asfalto,Paladio (PHW),2020,AB - Muy bueno,En Stock (24h),True,True,True,False,Owned,10400,6740,9105,2365,26.0,El bolso más deseado del mundo.
HP-68057,Dior,30 Montaigne,Box Calf,Rouge H,Champagne,2022,AB - Muy bueno,Bajo Pedido (15 días),True,True,True,False,Consignment,3900,2858,3513,655,18.6,Elegancia minimalista con cierre CD.
HP-40897,Dior,Lady Dior ABC (Small),Lambskin,Rouge H,Champagne,2023,A - Excelente,Bajo Pedido (15 días),True,False,True,False,Owned,5900,4450,5943,1493,25.1,El bolso de la Princesa Diana.
HP-47437,Bottega Veneta,Jodie Mini,Intrecciato,Etoupe,Oro Viejo,2022,AB - Muy bueno,Reservado,True,False,True,False,Owned,2650,1321,2295,974,42.4,El nudo viral.
HP-43399,Hermès,Kelly 25 Retourne,Swift,Craie,Oro Viejo,2023,A - Excelente,En Stock (24h),False,False,True,True,Consignment,11800,9572,11811,2239,19.0,Acabado suave y relajado.
HP-47682,Chanel,Boy Bag Old Medium,Calfskin,Negro,Oro (GHW),2020,N - Nuevo,En Stock (24h),False,False,True,False,Consignment,6700,6988,8795,1807,20.5,Estilo rock-chic con bordes gráficos.
HP-19161,Louis Vuitton,Onthego GM,Giant Monogram,Gris Asfalto,Oro Viejo,2021,N - Nuevo,En Stock (24h),True,True,True,True,Owned,3100,2400,4208,1808,42.9,Maxi logo para impacto visual.
HP-10529,Gucci,Jackie 1961 Small,GG Supreme,Negro,Paladio (PHW),2021,A - Excelente,En Stock (24h),True,False,True,False,Consignment,2950,2289,2867,578,20.1,El hobo bag renacido.
HP-47301,Loewe,Hammock Compact,Soft Grain,Gris Asfalto,Champagne,2020,B - Buen estado,En Stock (24h),True,False,True,True,Owned,2950,1392,2082,690,33.1,Versatilidad total.
HP-14026,Bottega Veneta,The Pouch,Butter Calf,Negro,Oro Viejo,2020,AB - Muy bueno,En Stock (24h),False,False,True,True,Consignment,3200,2209,2675,466,17.4,El clutch que inició la era.
HP-41435,Loewe,Puzzle Small,Classic Calf,Verde,Champagne,2024,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,3100,1581,2628,1047,39.8,Obra maestra geométrica.
HP-72481,Dior,Lady Dior ABC (Small),Lambskin,Verde,Champagne,2019,A - Excelente,Bajo Pedido (15 días),False,False,True,True,Owned,5900,3968,5470,1502,27.4,El bolso de la Princesa Diana.
HP-49897,Loewe,Flamenco Clutch,Nappa Calf,Etoupe,Oro (GHW),2022,B - Buen estado,Bajo Pedido (15 días),False,False,True,False,Owned,2450,1120,1871,751,40.1,Suavidad y nudos característicos.
HP-62172,Hermès,Kelly 25 Retourne,Swift,Gold,Champagne,2025,AB - Muy bueno,En Sourcing,True,True,True,True,Consignment,11800,8807,11116,2309,20.8,Acabado suave y relajado.
HP-16857,Louis Vuitton,Alma BB,Epi Leather,Azul Marino,Oro (GHW),2018,A - Excelente,En Stock (24h),True,False,True,False,Consignment,1980,1663,1989,326,16.4,Estructura Art Deco atemporal.
HP-87845,Louis Vuitton,Alma BB,Epi Leather,Azul Marino,Rutenio,2019,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,False,Owned,1980,915,1617,702,43.4,Estructura Art Deco atemporal.
HP-49499,Prada,Re-Edition 2005,Re-Nylon,Azul Marino,Champagne,2024,A - Excelente,En Stock (24h),False,True,True,True,Owned,1980,1359,1969,610,31.0,El icono del Y2K.
HP-64473,Chanel,Chanel 19 Large,Goatskin,Etoupe,Oro Viejo,2024,AB - Muy bueno,En Stock (24h),False,False,True,False,Consignment,7100,5051,6123,1072,17.5,Modernidad con acolchado maxi.
HP-38593,Chanel,Chanel 19 Large,Goatskin,Rouge H,Rutenio,2023,B - Buen estado,En Stock (24h),True,True,True,True,Owned,7100,3941,5956,2015,33.8,Modernidad con acolchado maxi.
HP-97500,Hermès,Birkin 30,Epsom,Verde,Paladio (PHW),2025,A - Excelente,En Sourcing,False,True,True,False,Consignment,11200,8686,10695,2009,18.8,"Tamaño clásico, estructura rígida."
HP-60767,Loewe,Flamenco Clutch,Nappa Calf,Craie,Rutenio,2025,N - Nuevo,Bajo Pedido (15 días),False,False,True,False,Owned,2450,1680,3049,1369,44.9,Suavidad y nudos característicos.
HP-88850,Louis Vuitton,Neverfull MM,Monogram,Verde,Oro (GHW),2022,A - Excelente,En Sourcing,True,False,True,True,Owned,1950,1162,1909,747,39.1,El tote más vendido de la historia.
HP-42108,Hermès,Birkin 25,Togo,Verde,Paladio (PHW),2023,A - Excelente,En Stock (24h),True,False,True,True,Consignment,10400,8688,10719,2031,18.9,El bolso más deseado del mundo.
HP-97201,Gucci,Horsebit 1955,GG Supreme,Azul Marino,Champagne,2022,A - Excelente,En Stock (24h),True,True,True,True,Owned,2890,2339,3393,1054,31.1,Estilo ecuestre vintage.
HP-74297,Bottega Veneta,Jodie Teen,Suede Intrecciato,Gold,Oro (GHW),2023,B - Buen estado,Bajo Pedido (15 días),True,False,True,False,Consignment,3500,2080,2577,497,19.3,Tamaño perfecto para diario.
HP-72640,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Beige Trench,Rutenio,2023,N - Nuevo,Bajo Pedido (15 días),True,True,True,False,Owned,1800,1241,2239,998,44.6,Icono urbano indestructible.
HP-99583,Celine,Ava Bag,Triomphe Canvas,Gold,Rutenio,2023,B - Buen estado,Bajo Pedido (15 días),True,False,True,False,Owned,1700,661,1181,520,44.0,La silueta de media luna.
HP-26008,Loewe,Gate Dual Mini,Soft Calf,Beige Trench,Oro (GHW),2024,A - Excelente,En Stock (24h),True,False,True,False,Owned,1950,1382,1882,500,26.6,El saddle bag español.
HP-33032,Hermès,Picotin Lock 18,Clemence,Verde,Oro Viejo,2024,AB - Muy bueno,En Stock (24h),True,False,True,True,Owned,3400,2008,3043,1035,34.0,El bucket bag de lujo por excelencia.
HP-58321,Louis Vuitton,Capucines BB,Taurillon,Negro,Paladio (PHW),2021,A - Excelente,Reservado,True,False,True,False,Owned,6100,4131,5604,1473,26.3,La apuesta de LV por el ultra-lujo.
HP-24472,Louis Vuitton,Pochette Métis,Monogram Reverse,Gold,Oro Viejo,2025,A - Excelente,Bajo Pedido (15 días),False,True,True,False,Owned,2700,1540,2605,1065,40.9,El satchel perfecto para diario.
HP-57590,Celine,Ava Bag,Triomphe Canvas,Craie,Rutenio,2020,B - Buen estado,Bajo Pedido (15 días),True,False,True,True,Owned,1700,641,1134,493,43.4,La silueta de media luna.
HP-15541,Chanel,Classic Flap Small,Lambskin,Gris Asfalto,Oro (GHW),2022,N - Nuevo,Bajo Pedido (15 días),True,True,True,True,Owned,9600,9842,13427,3585,26.7,"Suavidad extrema, cuidado delicado."
HP-31843,Chanel,Wallet on Chain (WOC),Caviar,Negro,Paladio (PHW),2020,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Consignment,3500,2730,3346,616,18.4,El esencial de entrada a la marca.
HP-50982,Dior,30 Montaigne,Box Calf,Beige Trench,Paladio (PHW),2023,A - Excelente,Bajo Pedido (15 días),True,True,True,True,Consignment,3900,3740,4527,787,17.4,Elegancia minimalista con cierre CD.
HP-49121,Gucci,Marmont Matelassé Small,Leather,Craie,Champagne,2021,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Owned,2550,1677,2303,626,27.2,El superventas de la década.
HP-77683,Fendi,Peekaboo ISeeU Small,Selleria,Gold,Champagne,2018,A - Excelente,Bajo Pedido (15 días),True,True,True,True,Consignment,5400,5369,6331,962,15.2,Artesanía romana.
HP-98951,Louis Vuitton,Onthego GM,Giant Monogram,Gold,Oro Viejo,2021,B - Buen estado,En Stock (24h),True,True,True,False,Consignment,3100,1898,2307,409,17.7,Maxi logo para impacto visual.
HP-36517,Chanel,Classic Flap Medium,Caviar,Etoupe,Rutenio,2024,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,False,Owned,10300,6395,9506,3111,32.7,El rey de la reventa. Piel resistente.
HP-42352,Chanel,Classic Flap Small,Lambskin,Gold,Oro Viejo,2025,A - Excelente,Reservado,False,True,True,False,Consignment,9600,7545,9200,1655,18.0,"Suavidad extrema, cuidado delicado."
HP-45111,Celine,Belt Bag Nano,Grained Calf,Azul Marino,Rutenio,2020,AB - Muy bueno,Reservado,False,True,True,True,Owned,2300,1391,1869,478,25.5,Funcionalidad y discreción.
HP-91861,Fendi,Baguette 1997,Zucca Canvas,Rouge H,Champagne,2021,N - Nuevo,Bajo Pedido (15 días),False,True,True,False,Owned,3200,2714,3824,1110,29.0,"It's not a bag, it's a Baguette."
HP-26705,Celine,Belt Bag Nano,Grained Calf,Gris Asfalto,Champagne,2019,AB - Muy bueno,En Stock (24h),False,False,True,False,Consignment,2300,1717,2046,329,16.1,Funcionalidad y discreción.
HP-49494,Celine,Luggage Nano,Drummed Calf,Craie,Champagne,2018,B - Buen estado,Reservado,False,True,True,True,Owned,2600,1201,1878,677,36.0,El rostro inconfundible.
HP-19307,Loewe,Flamenco Clutch,Nappa Calf,Rouge H,Champagne,2018,AB - Muy bueno,En Sourcing,False,True,True,True,Owned,2450,1354,2229,875,39.2,Suavidad y nudos característicos.
HP-37188,Hermès,Evelyne III PM,Clemence,Craie,Rutenio,2023,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,True,Owned,3800,1912,3475,1563,45.0,Casual y funcional con la H perforada.
HP-39824,Celine,Triomphe Classique,Shiny Calf,Etoupe,Paladio (PHW),2021,A - Excelente,Bajo Pedido (15 días),False,False,True,False,Owned,3950,2158,3737,1579,42.2,El nuevo clásico parisino.
HP-39132,Prada,Cleo Brushed,Spazzolato,Rouge H,Rutenio,2022,AB - Muy bueno,En Sourcing,False,False,True,False,Owned,2900,2011,2688,677,25.2,Futurismo retro.
HP-32369,Louis Vuitton,Pochette Métis,Monogram Reverse,Craie,Rutenio,2023,A - Excelente,Bajo Pedido (15 días),False,False,True,False,Consignment,2700,2101,2611,510,19.5,El satchel perfecto para diario.
HP-25935,Dior,Book Tote Medium,Toile de Jouy,Etoupe,Oro Viejo,2020,A - Excelente,En Stock (24h),False,True,True,True,Consignment,3300,2717,3321,604,18.2,El bolso de viaje de la élite.
HP-24342,Louis Vuitton,Alma BB,Epi Leather,Craie,Champagne,2025,A - Excelente,En Stock (24h),False,False,True,False,Consignment,1980,1569,1933,364,18.8,Estructura Art Deco atemporal.
HP-96660,Gucci,Jackie 1961 Small,GG Supreme,Beige Trench,Paladio (PHW),2019,N - Nuevo,En Stock (24h),False,False,True,True,Owned,2950,2342,3716,1374,37.0,El hobo bag renacido.
HP-88937,Hermès,Evelyne III PM,Clemence,Gold,Oro Viejo,2020,A - Excelente,En Sourcing,False,True,True,False,Owned,3800,2305,3769,1464,38.8,Casual y funcional con la H perforada.
HP-63442,Chanel,Classic Flap Small,Lambskin,Negro,Champagne,2019,A - Excelente,En Stock (24h),True,True,True,True,Owned,9600,6980,11050,4070,36.8,"Suavidad extrema, cuidado delicado."
HP-82391,Chanel,Classic Flap Medium,Caviar,Negro,Paladio (PHW),2022,N - Nuevo,Bajo Pedido (15 días),True,True,True,False,Owned,10300,7855,13542,5687,42.0,El rey de la reventa. Piel resistente.
HP-77719,Celine,Triomphe Classique,Shiny Calf,Beige Trench,Rutenio,2020,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Consignment,3950,3242,3895,653,16.8,El nuevo clásico parisino.
HP-49607,Hermès,Kelly 25 Retourne,Swift,Etoupe,Paladio (PHW),2023,A - Excelente,En Stock (24h),True,False,True,True,Owned,11800,7791,10900,3109,28.5,Acabado suave y relajado.
HP-21346,Hermès,Evelyne III PM,Clemence,Beige Trench,Champagne,2021,A - Excelente,En Stock (24h),False,False,True,False,Owned,3800,2234,3970,1736,43.7,Casual y funcional con la H perforada.
HP-79883,Celine,Triomphe Classique,Shiny Calf,Gold,Paladio (PHW),2019,A - Excelente,En Stock (24h),False,True,True,False,Owned,3950,2832,4014,1182,29.4,El nuevo clásico parisino.
HP-79504,Gucci,Jackie 1961 Small,GG Supreme,Azul Marino,Oro Viejo,2024,A - Excelente,En Stock (24h),False,False,True,False,Consignment,2950,2302,2833,531,18.7,El hobo bag renacido.
HP-20586,Loewe,Gate Dual Mini,Soft Calf,Gold,Oro Viejo,2020,N - Nuevo,En Sourcing,False,False,True,False,Consignment,1950,2163,2555,392,15.3,El saddle bag español.
HP-16131,Louis Vuitton,Capucines BB,Taurillon,Etoupe,Champagne,2020,B - Buen estado,En Stock (24h),True,False,True,False,Owned,6100,3278,4696,1418,30.2,La apuesta de LV por el ultra-lujo.
HP-65296,Chanel,Wallet on Chain (WOC),Caviar,Negro,Oro (GHW),2025,N - Nuevo,En Stock (24h),False,False,True,True,Owned,3500,3089,4240,1151,27.1,El esencial de entrada a la marca.
HP-31533,Chanel,Boy Bag Old Medium,Calfskin,Negro,Paladio (PHW),2018,B - Buen estado,Reservado,True,False,True,True,Consignment,6700,3651,4529,878,19.4,Estilo rock-chic con bordes gráficos.
HP-87387,Louis Vuitton,Capucines BB,Taurillon,Rouge H,Oro (GHW),2024,A - Excelente,En Stock (24h),False,False,True,True,Owned,6100,3334,5505,2171,39.4,La apuesta de LV por el ultra-lujo.
HP-57720,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Etoupe,Rutenio,2018,A - Excelente,En Stock (24h),True,True,True,False,Owned,1800,1214,1769,555,31.4,Icono urbano indestructible.
HP-62009,Gucci,Marmont Matelassé Small,Leather,Gold,Oro (GHW),2024,A - Excelente,En Stock (24h),True,True,True,False,Owned,2550,1454,2645,1191,45.0,El superventas de la década.
HP-59404,Prada,Cleo Brushed,Spazzolato,Negro,Rutenio,2018,AB - Muy bueno,En Stock (24h),True,False,True,False,Consignment,2900,2019,2440,421,17.3,Futurismo retro.
HP-26092,Hermès,Constance 18,Evercolor,Azul Marino,Rutenio,2025,AB - Muy bueno,En Stock (24h),True,False,True,True,Consignment,8900,6639,8283,1644,19.8,La H icónica. Perfecto para crossbody.
HP-32765,Hermès,Birkin 30,Epsom,Rouge H,Champagne,2021,A - Excelente,En Stock (24h),True,True,True,True,Consignment,11200,9477,11715,2238,19.1,"Tamaño clásico, estructura rígida."
HP-17530,Fendi,Baguette 1997,Zucca Canvas,Beige Trench,Oro (GHW),2023,AB - Muy bueno,En Stock (24h),False,True,True,False,Owned,3200,1806,2818,1012,35.9,"It's not a bag, it's a Baguette."
HP-41783,Loewe,Gate Dual Mini,Soft Calf,Beige Trench,Rutenio,2025,B - Buen estado,Bajo Pedido (15 días),False,False,True,False,Owned,1950,958,1333,375,28.1,El saddle bag español.
HP-88347,Gucci,Horsebit 1955,GG Supreme,Gold,Oro (GHW),2021,A - Excelente,En Stock (24h),True,True,True,False,Consignment,2890,2410,2848,438,15.4,Estilo ecuestre vintage.
HP-51931,Dior,30 Montaigne,Box Calf,Craie,Paladio (PHW),2019,AB - Muy bueno,Reservado,True,False,True,False,Consignment,3900,2674,3412,738,21.6,Elegancia minimalista con cierre CD.
HP-97107,Hermès,Picotin Lock 18,Clemence,Craie,Oro (GHW),2025,A - Excelente,Bajo Pedido (15 días),True,False,True,False,Owned,3400,1976,3339,1363,40.8,El bucket bag de lujo por excelencia.
HP-87013,Bottega Veneta,The Pouch,Butter Calf,Gold,Oro Viejo,2019,A - Excelente,En Stock (24h),True,False,True,False,Consignment,3200,2472,3112,640,20.6,El clutch que inició la era.
HP-78387,Bottega Veneta,The Pouch,Butter Calf,Negro,Rutenio,2024,AB - Muy bueno,En Stock (24h),False,False,True,False,Owned,3200,1941,2864,923,32.2,El clutch que inició la era.
HP-53975,Louis Vuitton,Neverfull MM,Monogram,Gold,Rutenio,2019,A - Excelente,En Stock (24h),True,True,True,False,Owned,1950,1350,1984,634,31.9,El tote más vendido de la historia.
HP-70363,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Gold,Champagne,2023,AB - Muy bueno,En Stock (24h),False,True,True,False,Owned,1800,951,1609,658,40.8,Icono urbano indestructible.
HP-71989,Gucci,Dionysus Small,GG Supreme,Beige Trench,Rutenio,2023,N - Nuevo,En Stock (24h),False,False,True,True,Owned,2980,2403,3492,1089,31.2,Cierre de cabeza de tigre mitológico.
HP-34443,Prada,Re-Edition 2005,Re-Nylon,Gold,Oro (GHW),2025,A - Excelente,Reservado,False,False,True,True,Owned,1980,1137,1866,729,39.0,El icono del Y2K.
HP-56162,Dior,Saddle Bag,Oblique Jacquard,Gris Asfalto,Champagne,2021,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,True,Owned,4200,2076,3712,1636,44.0,El retorno del icono de los 2000.
HP-15330,Gucci,Horsebit 1955,GG Supreme,Etoupe,Rutenio,2025,A - Excelente,En Stock (24h),True,False,True,True,Owned,2890,1695,2820,1125,39.9,Estilo ecuestre vintage.
HP-96663,Fendi,Fendi First Small,Nappa,Rouge H,Paladio (PHW),2020,N - Nuevo,En Stock (24h),True,True,True,False,Owned,3400,2990,4449,1459,32.8,La F arquitectónica.
HP-26108,Prada,Galleria Saffiano Small,Saffiano,Gris Asfalto,Rutenio,2020,AB - Muy bueno,Bajo Pedido (15 días),False,False,True,False,Consignment,3600,2536,3178,642,20.2,El maletín ejecutivo.
HP-26782,Hermès,Kelly 28 Sellier,Box Calf,Rouge H,Oro Viejo,2022,AB - Muy bueno,En Stock (24h),True,False,True,False,Consignment,12500,9329,11088,1759,15.9,Elegancia estructurada con costuras visibles.
HP-90816,Loewe,Hammock Compact,Soft Grain,Gold,Rutenio,2021,A - Excelente,En Sourcing,False,True,True,False,Owned,2950,1812,2920,1108,37.9,Versatilidad total.
HP-85786,Celine,Belt Bag Nano,Grained Calf,Gold,Paladio (PHW),2024,AB - Muy bueno,Reservado,True,True,True,False,Owned,2300,1439,2124,685,32.2,Funcionalidad y discreción.
HP-41835,Chanel,2.55 Reissue 226,Aged Calfskin,Beige Trench,Paladio (PHW),2024,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,True,Owned,10300,4770,8604,3834,44.6,El original de Coco Chanel.
HP-42931,Gucci,Jackie 1961 Small,GG Supreme,Negro,Oro Viejo,2018,AB - Muy bueno,En Stock (24h),True,False,True,False,Consignment,2950,2044,2441,397,16.2,El hobo bag renacido.
HP-60767,Celine,Ava Bag,Triomphe Canvas,Rouge H,Champagne,2020,N - Nuevo,En Stock (24h),True,True,True,False,Consignment,1700,1587,1954,367,18.8,La silueta de media luna.
HP-19203,Dior,Lady Dior ABC (Small),Lambskin,Negro,Rutenio,2024,A - Excelente,Reservado,True,False,True,False,Owned,5900,4034,5851,1817,31.1,El bolso de la Princesa Diana.
HP-52983,Hermès,Birkin 25,Togo,Etoupe,Paladio (PHW),2023,AB - Muy bueno,Bajo Pedido (15 días),True,True,True,True,Consignment,10400,7915,9857,1942,19.7,El bolso más deseado del mundo.
HP-25033,Loewe,Puzzle Small,Classic Calf,Beige Trench,Oro Viejo,2025,A - Excelente,Bajo Pedido (15 días),False,True,True,False,Consignment,3100,2305,2848,543,19.0,Obra maestra geométrica.
HP-49966,Prada,Galleria Saffiano Small,Saffiano,Gris Asfalto,Oro Viejo,2024,A - Excelente,En Stock (24h),True,False,True,True,Owned,3600,2108,3704,1596,43.1,El maletín ejecutivo.
HP-30688,Gucci,Jackie 1961 Small,GG Supreme,Gold,Oro Viejo,2022,A - Excelente,En Stock (24h),True,False,True,False,Consignment,2950,2436,3063,627,20.5,El hobo bag renacido.
HP-80715,Chanel,Chanel 19 Large,Goatskin,Azul Marino,Rutenio,2021,N - Nuevo,Bajo Pedido (15 días),True,False,True,False,Consignment,7100,7203,8580,1377,16.0,Modernidad con acolchado maxi.
HP-16174,Bottega Veneta,Cassette Padded,Lambskin,Verde,Oro (GHW),2025,A - Excelente,En Stock (24h),True,False,True,False,Owned,4500,2450,4205,1755,41.7,El Intrecciato maxi.
HP-69767,Celine,Belt Bag Nano,Grained Calf,Verde,Paladio (PHW),2018,N - Nuevo,En Stock (24h),True,True,True,False,Owned,2300,1873,2689,816,30.3,Funcionalidad y discreción.
HP-33910,Hermès,Kelly 28 Sellier,Box Calf,Craie,Paladio (PHW),2022,AB - Muy bueno,En Sourcing,True,False,True,False,Owned,12500,8212,11218,3006,26.8,Elegancia estructurada con costuras visibles.
HP-27759,Chanel,Chanel 19 Large,Goatskin,Azul Marino,Paladio (PHW),2023,N - Nuevo,En Stock (24h),True,True,True,True,Consignment,7100,8529,10171,1642,16.1,Modernidad con acolchado maxi.
HP-47747,Gucci,Diana Bamboo Small,Leather,Gris Asfalto,Oro Viejo,2018,A - Excelente,En Stock (24h),True,False,True,False,Owned,3600,1961,3345,1384,41.4,Asas de bambú neón.
HP-39307,Bottega Veneta,Jodie Mini,Intrecciato,Craie,Oro Viejo,2023,AB - Muy bueno,En Sourcing,False,True,True,False,Owned,2650,1375,2243,868,38.7,El nudo viral.
HP-37203,Bottega Veneta,Cassette Padded,Lambskin,Verde,Champagne,2022,A - Excelente,En Stock (24h),True,False,True,False,Consignment,4500,3733,4690,957,20.4,El Intrecciato maxi.
HP-32854,Dior,30 Montaigne,Box Calf,Craie,Rutenio,2022,AB - Muy bueno,En Sourcing,True,True,True,False,Owned,3900,2044,3397,1353,39.8,Elegancia minimalista con cierre CD.
HP-81524,Louis Vuitton,Alma BB,Epi Leather,Verde,Champagne,2021,A - Excelente,En Stock (24h),True,False,True,False,Consignment,1980,1709,2060,351,17.0,Estructura Art Deco atemporal.
HP-92800,Dior,30 Montaigne,Box Calf,Gris Asfalto,Oro (GHW),2023,B - Buen estado,Bajo Pedido (15 días),False,False,True,False,Owned,3900,2012,2729,717,26.3,Elegancia minimalista con cierre CD.
HP-47262,Louis Vuitton,Multi Pochette Accessoires,Monogram,Gold,Paladio (PHW),2025,B - Buen estado,En Sourcing,False,True,True,True,Owned,2600,1474,1972,498,25.2,El favorito del Street Style.
HP-56591,Gucci,Diana Bamboo Small,Leather,Verde,Oro Viejo,2023,A - Excelente,En Stock (24h),False,False,True,False,Owned,3600,2589,3471,882,25.4,Asas de bambú neón.
HP-98981,Loewe,Flamenco Clutch,Nappa Calf,Craie,Champagne,2022,N - Nuevo,En Stock (24h),False,False,True,False,Consignment,2450,2313,2842,529,18.6,Suavidad y nudos característicos.
HP-52250,Loewe,Hammock Compact,Soft Grain,Gris Asfalto,Paladio (PHW),2022,A - Excelente,Reservado,False,False,True,False,Consignment,2950,2290,2802,512,18.3,Versatilidad total.
HP-49939,Louis Vuitton,Pochette Métis,Monogram Reverse,Azul Marino,Rutenio,2022,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,True,Owned,2700,1685,2390,705,29.5,El satchel perfecto para diario.
HP-13238,Hermès,Constance 18,Evercolor,Etoupe,Oro (GHW),2022,A - Excelente,En Stock (24h),True,True,True,False,Consignment,8900,7232,9006,1774,19.7,La H icónica. Perfecto para crossbody.
HP-84216,Loewe,Flamenco Clutch,Nappa Calf,Negro,Paladio (PHW),2020,AB - Muy bueno,Bajo Pedido (15 días),False,False,True,False,Owned,2450,1205,2009,804,40.0,Suavidad y nudos característicos.
HP-56718,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Verde,Champagne,2018,B - Buen estado,En Stock (24h),True,True,True,True,Owned,1800,796,1414,618,43.7,Icono urbano indestructible.
HP-53929,Prada,Galleria Saffiano Small,Saffiano,Beige Trench,Champagne,2024,A - Excelente,En Sourcing,True,True,True,False,Owned,3600,2188,3726,1538,41.3,El maletín ejecutivo.
HP-16685,Louis Vuitton,Capucines BB,Taurillon,Beige Trench,Oro (GHW),2021,AB - Muy bueno,En Stock (24h),False,False,True,False,Consignment,6100,4621,5542,921,16.6,La apuesta de LV por el ultra-lujo.
HP-43017,Prada,Re-Edition 2005,Re-Nylon,Azul Marino,Rutenio,2021,N - Nuevo,Bajo Pedido (15 días),True,False,True,False,Owned,1980,1769,2600,831,31.9,El icono del Y2K.
